Country Name,Country Code,Series Name,Series Code,Year,Value
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2015,69.001
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,69.52
Indonesia,IDN,Regulatory Quality: Estimate,RQ.EST,2015,-0.158227473
Indonesia,IDN,Voice and Accountability: Estimate,VA.EST,2015,0.184877098
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2015,698.6607376
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,8.086626436
Indonesia,IDN,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2015,72.57355341
Indonesia,IDN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,87.84232079
Indonesia,IDN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2015,
Indonesia,IDN,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2015,43.4
Indonesia,IDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,11.2
Indonesia,IDN,Government Effectiveness: Estimate,GE.EST,2015,-0.325818121
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2015,-0.619956315
Singapore,SGP,Control of Corruption: Percentile Rank,CC.PER.RNK,2015,96.66666412
Singapore,SGP,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2015,74.37863765
Singapore,SGP,Rule of Law: Percentile Rank,RL.PER.RNK,2015,94.2857132
Singapore,SGP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2015,0.7
Singapore,SGP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2015,17.1833033
Singapore,SGP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2015,4.179670766
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,2015,23.23187588
Singapore,SGP,Gini index,SI.POV.GINI,2015,
Singapore,SGP,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2015,74.548
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,82.74390244
Singapore,SGP,Regulatory Quality: Estimate,RQ.EST,2015,2.252235413
Singapore,SGP,Voice and Accountability: Estimate,VA.EST,2015,-0.161713511
Singapore,SGP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2015,5242.650433
Singapore,SGP,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,4.179670766
Singapore,SGP,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2015,274.5150607
Singapore,SGP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,
Singapore,SGP,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2015,
Singapore,SGP,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2015,
Singapore,SGP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Singapore,SGP,Government Effectiveness: Estimate,GE.EST,2015,2.248699427
Singapore,SGP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2015,1.29889214
Thailand,THA,Control of Corruption: Percentile Rank,CC.PER.RNK,2015,35.23809433
Thailand,THA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2015,193.3345357
Thailand,THA,Rule of Law: Percentile Rank,RL.PER.RNK,2015,50
Thailand,THA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2015,22.6
Thailand,THA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2015,28.15444138
Thailand,THA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2015,13.13836446
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,2015,39.26676975
Thailand,THA,Gini index,SI.POV.GINI,2015,36
Thailand,THA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2015,75.594
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,76.563
Thailand,THA,Regulatory Quality: Estimate,RQ.EST,2015,0.195901737
Thailand,THA,Voice and Accountability: Estimate,VA.EST,2015,-0.969038725
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2015,1932.67391
Thailand,THA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,10.9237565
Thailand,THA,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2015,5.344441656
Thailand,THA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,124.3305969
Thailand,THA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2015,
Thailand,THA,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2015,0.8
Thailand,THA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,7.2
Thailand,THA,Government Effectiveness: Estimate,GE.EST,2015,0.238737538
Thailand,THA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2015,-0.995044947
Philippines,PHL,Control of Corruption: Percentile Rank,CC.PER.RNK,2015,38.09523773
Philippines,PHL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2015,165.7830086
Philippines,PHL,Rule of Law: Percentile Rank,RL.PER.RNK,2015,40
Philippines,PHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2015,30.8
Philippines,PHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2015,19.7079276
Philippines,PHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2015,25.52859379
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,2015,23.52399638
Philippines,PHL,Gini index,SI.POV.GINI,2015,44.6
Philippines,PHL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2015,62.954
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,69.45
Philippines,PHL,Regulatory Quality: Estimate,RQ.EST,2015,0.054170173
Philippines,PHL,Voice and Accountability: Estimate,VA.EST,2015,0.147047669
Philippines,PHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2015,499.0707763
Philippines,PHL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,15.01447587
Philippines,PHL,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2015,33.68379041
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,82.00852548
Philippines,PHL,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2015,
Philippines,PHL,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2015,30.7
Philippines,PHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,23.5
Philippines,PHL,Government Effectiveness: Estimate,GE.EST,2015,0.160157755
Philippines,PHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2015,-0.854724228
Malaysia,MYS,Control of Corruption: Percentile Rank,CC.PER.RNK,2015,60.47618866
Malaysia,MYS,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2015,292.6103228
Malaysia,MYS,Rule of Law: Percentile Rank,RL.PER.RNK,2015,66.19047546
Malaysia,MYS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2015,3.4
Malaysia,MYS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2015,16.92973309
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2015,11.14019171
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,2015,59.2427941
Malaysia,MYS,Gini index,SI.POV.GINI,2015,41.1
Malaysia,MYS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2015,68.354
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,75.288
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,2015,0.704775095
Malaysia,MYS,Voice and Accountability: Estimate,VA.EST,2015,-0.391403198
Malaysia,MYS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2015,2706.926963
Malaysia,MYS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2015,1.865130593
Malaysia,MYS,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2015,40.14382383
Malaysia,MYS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,81.51158142
Malaysia,MYS,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2015,
Malaysia,MYS,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2015,0.4
Malaysia,MYS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,7.6
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,2015,0.917085171
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2015,0.253947318
Viet Nam,VNM,Control of Corruption: Percentile Rank,CC.PER.RNK,2016,36.66666794
Viet Nam,VNM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2016,990.9898656
Viet Nam,VNM,Rule of Law: Percentile Rank,RL.PER.RNK,2016,56.19047546
Viet Nam,VNM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2016,26.8
Viet Nam,VNM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2016,20.33044562
Viet Nam,VNM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2016,36.02909216
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,2016,45.87835488
Viet Nam,VNM,Gini index,SI.POV.GINI,2016,35.3
Viet Nam,VNM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2016,81.479
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,73.984
Viet Nam,VNM,Regulatory Quality: Estimate,RQ.EST,2016,-0.502611756
Viet Nam,VNM,Voice and Accountability: Estimate,VA.EST,2016,-1.373231053
Viet Nam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2016,738.8795334
Viet Nam,VNM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2016,0.597059753
Viet Nam,VNM,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2016,52.90396497
Viet Nam,VNM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,90.15833471
Viet Nam,VNM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2016,
Viet Nam,VNM,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2016,6.2
Viet Nam,VNM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,9.2
Viet Nam,VNM,Government Effectiveness: Estimate,GE.EST,2016,-0.017477125
Viet Nam,VNM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2016,0.226832524
Indonesia,IDN,Control of Corruption: Percentile Rank,CC.PER.RNK,2016,38.09523773
Indonesia,IDN,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2016,213.4395116
Indonesia,IDN,Rule of Law: Percentile Rank,RL.PER.RNK,2016,40.47618866
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2016,27.8
Indonesia,IDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2016,19.13100428
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2016,15.14374571
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,2016,50.74345453
Indonesia,IDN,Gini index,SI.POV.GINI,2016,36.9
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2016,68.742
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,69.733
Indonesia,IDN,Regulatory Quality: Estimate,RQ.EST,2016,-0.031375799
Indonesia,IDN,Voice and Accountability: Estimate,VA.EST,2016,0.167932674
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2016,718.5795349
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2016,8.021100603
Indonesia,IDN,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2016,74.09990284
Indonesia,IDN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,87.81917917
Indonesia,IDN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2016,
Indonesia,IDN,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2016,38.7
Indonesia,IDN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,10.9
Indonesia,IDN,Government Effectiveness: Estimate,GE.EST,2016,-0.050782252
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2016,-0.379699737
Singapore,SGP,Control of Corruption: Percentile Rank,CC.PER.RNK,2016,97.14286041
Singapore,SGP,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2016,67.41520845
Singapore,SGP,Rule of Law: Percentile Rank,RL.PER.RNK,2016,96.19047546
Singapore,SGP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2016,0.7
Singapore,SGP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2016,15.90029489
Singapore,SGP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2016,4.590456102
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,2016,22.9696756
Singapore,SGP,Gini index,SI.POV.GINI,2016,
Singapore,SGP,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2016,74.413
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,82.84634146
Singapore,SGP,Regulatory Quality: Estimate,RQ.EST,2016,2.17064333
Singapore,SGP,Voice and Accountability: Estimate,VA.EST,2016,-0.14990443
Singapore,SGP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2016,5449.41985
Singapore,SGP,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2016,4.590456102
Singapore,SGP,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2016,255.7798455
Singapore,SGP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,107.7458686
Singapore,SGP,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2016,
Singapore,SGP,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2016,
Singapore,SGP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,
Singapore,SGP,Government Effectiveness: Estimate,GE.EST,2016,2.214624166
Singapore,SGP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2016,1.477468967
Thailand,THA,Control of Corruption: Percentile Rank,CC.PER.RNK,2016,39.04761887
Thailand,THA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2016,189.4235498
Thailand,THA,Rule of Law: Percentile Rank,RL.PER.RNK,2016,52.8571434
Thailand,THA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2016,22.4
Thailand,THA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2016,30.39859962
Thailand,THA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2016,20.92336455
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,2016,39.18064554
Thailand,THA,Gini index,SI.POV.GINI,2016,36.7
Thailand,THA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2016,74.86
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,76.769
Thailand,THA,Regulatory Quality: Estimate,RQ.EST,2016,0.052868694
Thailand,THA,Voice and Accountability: Estimate,VA.EST,2016,-1.022944689
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2016,1985.005309
Thailand,THA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2016,18.9619482
Thailand,THA,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2016,8.224966853
Thailand,THA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,122.5632172
Thailand,THA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2016,
Thailand,THA,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2016,1
Thailand,THA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,8.6
Thailand,THA,Government Effectiveness: Estimate,GE.EST,2016,0.225705132
Thailand,THA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2016,-0.991300225
Philippines,PHL,Control of Corruption: Percentile Rank,CC.PER.RNK,2016,35.7142868
Philippines,PHL,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2016,184.8344638
Philippines,PHL,Rule of Law: Percentile Rank,RL.PER.RNK,2016,36.19047546
Philippines,PHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2016,28.6
Philippines,PHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2016,19.90697164
Philippines,PHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2016,24.32513189
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,2016,23.64101016
Philippines,PHL,Gini index,SI.POV.GINI,2016,
Philippines,PHL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2016,63.197
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,69.49
Philippines,PHL,Regulatory Quality: Estimate,RQ.EST,2016,0.112924449
Philippines,PHL,Voice and Accountability: Estimate,VA.EST,2016,0.163373068
Philippines,PHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2016,520.9808508
Philippines,PHL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2016,15.39201736
Philippines,PHL,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2016,36.44427576
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,82.78375743
Philippines,PHL,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2016,
Philippines,PHL,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2016,
Philippines,PHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,
Philippines,PHL,Government Effectiveness: Estimate,GE.EST,2016,0.018497331
Philippines,PHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2016,-1.378690362
Malaysia,MYS,Control of Corruption: Percentile Rank,CC.PER.RNK,2016,57.61904907
Malaysia,MYS,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2016,284.2897568
Malaysia,MYS,Rule of Law: Percentile Rank,RL.PER.RNK,2016,64.2857132
Malaysia,MYS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2016,4.4
Malaysia,MYS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2016,16.38644193
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2016,13.67112218
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,2016,58.78752093
Malaysia,MYS,Gini index,SI.POV.GINI,2016,
Malaysia,MYS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2016,68.338
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,75.371
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,2016,0.663995385
Malaysia,MYS,Voice and Accountability: Estimate,VA.EST,2016,-0.416713893
Malaysia,MYS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2016,2759.172283
Malaysia,MYS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2016,0.892493298
Malaysia,MYS,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2016,44.38167543
Malaysia,MYS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,79.82839203
Malaysia,MYS,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2016,
Malaysia,MYS,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2016,
Malaysia,MYS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,2016,0.817718744
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2016,0.129485935
Viet Nam,VNM,Control of Corruption: Percentile Rank,CC.PER.RNK,2017,30.47619057
Viet Nam,VNM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,2017,1019.905218
Viet Nam,VNM,Rule of Law: Percentile Rank,RL.PER.RNK,2017,54.76190567
Viet Nam,VNM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2017,28.3
Viet Nam,VNM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2017,18.57977976
Viet Nam,VNM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2017,45.17160935
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,2017,45.99633698
Viet Nam,VNM,Gini index,SI.POV.GINI,2017,
Viet Nam,VNM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2017,82.091
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,74.026
Viet Nam,VNM,Regulatory Quality: Estimate,RQ.EST,2017,-0.433779716
Viet Nam,VNM,Voice and Accountability: Estimate,VA.EST,2017,-1.413490772
Viet Nam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2017,757.4799799
Viet Nam,VNM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2017,1.320195938
Viet Nam,VNM,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,2017,52.49319035
Viet Nam,VNM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2017,91.07251981
Viet Nam,VNM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2017,0.666
Viet Nam,VNM,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population),SI.POV.LMIC,2017,
Viet Nam,VNM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2017,7.9
Viet Nam,VNM,Government Effectiveness: Estimate,GE.EST,2017,-0.033340786
Viet Nam,VNM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2017,0.211102173
Indonesia,IDN,Control of Corruption: Percentile Rank,CC.PER.RNK,2017,45.23809433
